record_no,index,seed,fundamental_freq,fundamental_amp,fundamental_phase,overtone_freqs,overtone_amps,overtone_phases,full_tone_adsr,full_tone_hold,full_tone_sustain_hold,chorus_delay,chorus_depth,chorus_rate,chorus_wet_level,filename,vanilla,chorus
4495,2247,13487,277.1826309768721,0.45000000000000007,0.5235987755982988,"[554.3652619537442, 831.5478929306162, 1108.7305239074883, 1385.9131548843604, 1663.0957858612323]","[0.65, 0.35000000000000003, 0.45, 0.05, 0.1]","[0.0, 1.5707963267948966, 4.71238898038469, 5.235987755982988, 4.71238898038469]","[50, 0, 0, 150, 1500]",0.4,150,0,0,0,0,VNL_2247_13487_277.wav,1,0
4496,2247,13487,277.1826309768721,0.45000000000000007,0.5235987755982988,"[554.3652619537442, 831.5478929306162, 1108.7305239074883, 1385.9131548843604, 1663.0957858612323]","[0.65, 0.35000000000000003, 0.45, 0.05, 0.1]","[0.0, 1.5707963267948966, 4.71238898038469, 5.235987755982988, 4.71238898038469]","[50, 0, 0, 150, 1500]",0.4,150,10,10,1,0.5,CHR_2247_13487_277.wav,0,1
4497,2248,13493,659.2551138257398,0.6,5.235987755982988,"[1318.5102276514797, 1977.7653414772194, 2637.0204553029594, 3296.2755691286993, 3955.530682954439]","[0.2, 0.35000000000000003, 0.4, 0.2, 0.9]","[0.0, 2.0943951023931953, 5.235987755982988, 1.0471975511965976, 5.235987755982988]","[400, 0, 0, 100, 1500]",0.8,100,0,0,0,0,VNL_2248_13493_659.wav,1,0
4498,2248,13493,659.2551138257398,0.6,5.235987755982988,"[1318.5102276514797, 1977.7653414772194, 2637.0204553029594, 3296.2755691286993, 3955.530682954439]","[0.2, 0.35000000000000003, 0.4, 0.2, 0.9]","[0.0, 2.0943951023931953, 5.235987755982988, 1.0471975511965976, 5.235987755982988]","[400, 0, 0, 100, 1500]",0.8,100,10,9,2,0.5,CHR_2248_13493_659.wav,0,1
4499,2249,13499,3520.0,0.30000000000000004,1.0471975511965976,"[7040.0, 10560.0, 14080.0, 17600.0, 21120.0]","[0.25, 0.15000000000000002, 0.0, 0.15000000000000002, 0.8]","[1.0471975511965976, 3.665191429188092, 2.0943951023931953, 1.0471975511965976, 2.0943951023931953]","[0, 40, 50, 20, 1500]",0.4,20,0,0,0,0,VNL_2249_13499_3520.wav,1,0
4500,2249,13499,3520.0,0.30000000000000004,1.0471975511965976,"[7040.0, 10560.0, 14080.0, 17600.0, 21120.0]","[0.25, 0.15000000000000002, 0.0, 0.15000000000000002, 0.8]","[1.0471975511965976, 3.665191429188092, 2.0943951023931953, 1.0471975511965976, 2.0943951023931953]","[0, 40, 50, 20, 1500]",0.4,20,25,9,4,0.5,CHR_2249_13499_3520.wav,0,1
4501,2250,13505,987.7666025122483,0.1,3.665191429188092,"[1975.5332050244965, 2963.299807536745, 3951.066410048993, 4938.833012561241, 5926.59961507349]","[0.30000000000000004, 0.30000000000000004, 0.5, 0.5, 0.2]","[0.5235987755982988, 5.235987755982988, 0.5235987755982988, 4.1887902047863905, 0.5235987755982988]","[1200, 40, 0, 200, 100]",0.6,200,0,0,0,0,VNL_2250_13505_988.wav,1,0
4502,2250,13505,987.7666025122483,0.1,3.665191429188092,"[1975.5332050244965, 2963.299807536745, 3951.066410048993, 4938.833012561241, 5926.59961507349]","[0.30000000000000004, 0.30000000000000004, 0.5, 0.5, 0.2]","[0.5235987755982988, 5.235987755982988, 0.5235987755982988, 4.1887902047863905, 0.5235987755982988]","[1200, 40, 0, 200, 100]",0.6,200,25,9,4,0.5,CHR_2250_13505_988.wav,0,1
4503,2251,13511,932.3275230361799,0.2,3.665191429188092,"[1864.6550460723597, 2796.98256910854, 3729.3100921447194, 4661.637615180899, 5593.96513821708]","[0.4, 0.35000000000000003, 0.6000000000000001, 0.9, 0.6000000000000001]","[1.5707963267948966, 3.665191429188092, 0.0, 5.235987755982988, 3.141592653589793]","[0, 0, 50, 20, 1500]",0.7,20,0,0,0,0,VNL_2251_13511_932.wav,1,0
4504,2251,13511,932.3275230361799,0.2,3.665191429188092,"[1864.6550460723597, 2796.98256910854, 3729.3100921447194, 4661.637615180899, 5593.96513821708]","[0.4, 0.35000000000000003, 0.6000000000000001, 0.9, 0.6000000000000001]","[1.5707963267948966, 3.665191429188092, 0.0, 5.235987755982988, 3.141592653589793]","[0, 0, 50, 20, 1500]",0.7,20,4,4,1,0.5,CHR_2251_13511_932.wav,0,1
4505,2252,13517,130.8127826502993,0.6,0.0,"[261.6255653005986, 392.43834795089793, 523.2511306011972, 654.0639132514966, 784.8766959017959]","[0.35000000000000003, 0.7000000000000001, 0.5, 0.8500000000000001, 0.0]","[0.5235987755982988, 5.759586531581287, 0.5235987755982988, 2.0943951023931953, 0.0]","[0, 20, 300, 250, 1000]",0.7,250,0,0,0,0,VNL_2252_13517_131.wav,1,0
4506,2252,13517,130.8127826502993,0.6,0.0,"[261.6255653005986, 392.43834795089793, 523.2511306011972, 654.0639132514966, 784.8766959017959]","[0.35000000000000003, 0.7000000000000001, 0.5, 0.8500000000000001, 0.0]","[0.5235987755982988, 5.759586531581287, 0.5235987755982988, 2.0943951023931953, 0.0]","[0, 20, 300, 250, 1000]",0.7,250,15,3,2,0.5,CHR_2252_13517_131.wav,0,1
4507,2253,13523,2217.4610478149766,0.15000000000000002,4.71238898038469,"[4434.922095629953, 6652.383143444929, 8869.844191259906, 11087.305239074884, 13304.766286889859]","[0.55, 0.7000000000000001, 0.75, 0.9, 0.75]","[3.665191429188092, 4.71238898038469, 5.235987755982988, 3.665191429188092, 1.5707963267948966]","[200, 0, 1000, 50, 300]",0.6,50,0,0,0,0,VNL_2253_13523_2217.wav,1,0
4508,2253,13523,2217.4610478149766,0.15000000000000002,4.71238898038469,"[4434.922095629953, 6652.383143444929, 8869.844191259906, 11087.305239074884, 13304.766286889859]","[0.55, 0.7000000000000001, 0.75, 0.9, 0.75]","[3.665191429188092, 4.71238898038469, 5.235987755982988, 3.665191429188092, 1.5707963267948966]","[200, 0, 1000, 50, 300]",0.6,50,4,3,2,0.5,CHR_2253_13523_2217.wav,0,1
4509,2254,13529,174.61411571650194,0.2,5.759586531581287,"[349.2282314330039, 523.8423471495058, 698.4564628660078, 873.0705785825097, 1047.6846942990117]","[0.8, 0.45, 0.65, 0.4, 0.15000000000000002]","[0.5235987755982988, 4.71238898038469, 4.71238898038469, 3.665191429188092, 5.759586531581287]","[1500, 20, 0, 250, 100]",0.4,250,0,0,0,0,VNL_2254_13529_175.wav,1,0
4510,2254,13529,174.61411571650194,0.2,5.759586531581287,"[349.2282314330039, 523.8423471495058, 698.4564628660078, 873.0705785825097, 1047.6846942990117]","[0.8, 0.45, 0.65, 0.4, 0.15000000000000002]","[0.5235987755982988, 4.71238898038469, 4.71238898038469, 3.665191429188092, 5.759586531581287]","[1500, 20, 0, 250, 100]",0.4,250,5,5,1,0.5,CHR_2254_13529_175.wav,0,1
4511,2255,13535,123.47082531403103,0.85,2.0943951023931953,"[246.94165062806206, 370.4124759420931, 493.8833012561241, 617.3541265701551, 740.8249518841862]","[0.15000000000000002, 0.7000000000000001, 0.2, 0.65, 0.30000000000000004]","[5.235987755982988, 1.5707963267948966, 5.759586531581287, 5.235987755982988, 5.759586531581287]","[1200, 20, 400, 200, 0]",0.8,200,0,0,0,0,VNL_2255_13535_123.wav,1,0
4512,2255,13535,123.47082531403103,0.85,2.0943951023931953,"[246.94165062806206, 370.4124759420931, 493.8833012561241, 617.3541265701551, 740.8249518841862]","[0.15000000000000002, 0.7000000000000001, 0.2, 0.65, 0.30000000000000004]","[5.235987755982988, 1.5707963267948966, 5.759586531581287, 5.235987755982988, 5.759586531581287]","[1200, 20, 400, 200, 0]",0.8,200,4,9,4,0.5,CHR_2255_13535_123.wav,0,1
4513,2256,13541,1108.7305239074883,0.35,3.141592653589793,"[2217.4610478149766, 3326.1915717224647, 4434.922095629953, 5543.652619537442, 6652.383143444929]","[0.65, 0.25, 0.75, 0.6000000000000001, 0.8500000000000001]","[5.235987755982988, 2.617993877991494, 3.141592653589793, 3.665191429188092, 3.665191429188092]","[300, 0, 1000, 50, 400]",0.8,50,0,0,0,0,VNL_2256_13541_1109.wav,1,0
4514,2256,13541,1108.7305239074883,0.35,3.141592653589793,"[2217.4610478149766, 3326.1915717224647, 4434.922095629953, 5543.652619537442, 6652.383143444929]","[0.65, 0.25, 0.75, 0.6000000000000001, 0.8500000000000001]","[5.235987755982988, 2.617993877991494, 3.141592653589793, 3.665191429188092, 3.665191429188092]","[300, 0, 1000, 50, 400]",0.8,50,20,7,1,0.5,CHR_2256_13541_1109.wav,0,1
4515,2257,13547,55.0,0.9500000000000001,3.665191429188092,"[110.0, 165.0, 220.0, 275.0, 330.0]","[0.1, 0.45, 0.15000000000000002, 0.8, 0.6000000000000001]","[2.617993877991494, 0.0, 3.141592653589793, 3.141592653589793, 5.235987755982988]","[0, 20, 200, 200, 1500]",0.6,200,0,0,0,0,VNL_2257_13547_55.wav,1,0
4516,2257,13547,55.0,0.9500000000000001,3.665191429188092,"[110.0, 165.0, 220.0, 275.0, 330.0]","[0.1, 0.45, 0.15000000000000002, 0.8, 0.6000000000000001]","[2.617993877991494, 0.0, 3.141592653589793, 3.141592653589793, 5.235987755982988]","[0, 20, 200, 200, 1500]",0.6,200,30,2,3,0.5,CHR_2257_13547_55.wav,0,1
4517,2258,13553,3520.0,0.1,4.71238898038469,"[7040.0, 10560.0, 14080.0, 17600.0, 21120.0]","[0.8, 0.35000000000000003, 0.5, 0.8, 0.45]","[1.0471975511965976, 3.141592653589793, 5.759586531581287, 1.5707963267948966, 1.0471975511965976]","[300, 0, 300, 50, 1000]",0.6,50,0,0,0,0,VNL_2258_13553_3520.wav,1,0
4518,2258,13553,3520.0,0.1,4.71238898038469,"[7040.0, 10560.0, 14080.0, 17600.0, 21120.0]","[0.8, 0.35000000000000003, 0.5, 0.8, 0.45]","[1.0471975511965976, 3.141592653589793, 5.759586531581287, 1.5707963267948966, 1.0471975511965976]","[300, 0, 300, 50, 1000]",0.6,50,2,8,3,0.5,CHR_2258_13553_3520.wav,0,1
4519,2259,13559,493.8833012561241,0.65,1.5707963267948966,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.25, 0.2, 0.6000000000000001, 0.5, 0.6000000000000001]","[3.665191429188092, 4.71238898038469, 4.71238898038469, 2.0943951023931953, 3.665191429188092]","[0, 20, 1500, 100, 100]",0.7,100,0,0,0,0,VNL_2259_13559_494.wav,1,0
4520,2259,13559,493.8833012561241,0.65,1.5707963267948966,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.25, 0.2, 0.6000000000000001, 0.5, 0.6000000000000001]","[3.665191429188092, 4.71238898038469, 4.71238898038469, 2.0943951023931953, 3.665191429188092]","[0, 20, 1500, 100, 100]",0.7,100,1,3,2,0.5,CHR_2259_13559_494.wav,0,1
4521,2260,13565,55.0,0.1,4.71238898038469,"[110.0, 165.0, 220.0, 275.0, 330.0]","[0.1, 0.1, 0.25, 0.7000000000000001, 0.9]","[3.665191429188092, 4.1887902047863905, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966]","[1000, 40, 400, 50, 300]",0.7,50,0,0,0,0,VNL_2260_13565_55.wav,1,0
4522,2260,13565,55.0,0.1,4.71238898038469,"[110.0, 165.0, 220.0, 275.0, 330.0]","[0.1, 0.1, 0.25, 0.7000000000000001, 0.9]","[3.665191429188092, 4.1887902047863905, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966]","[1000, 40, 400, 50, 300]",0.7,50,5,6,2,0.5,CHR_2260_13565_55.wav,0,1
4523,2261,13571,587.3295358348151,0.1,4.1887902047863905,"[1174.6590716696303, 1761.9886075044456, 2349.3181433392606, 2936.6476791740756, 3523.977215008891]","[0.30000000000000004, 0.0, 0.1, 0.1, 0.1]","[5.759586531581287, 1.0471975511965976, 0.0, 5.759586531581287, 5.235987755982988]","[1000, 20, 500, 50, 20]",0.4,50,0,0,0,0,VNL_2261_13571_587.wav,1,0
4524,2261,13571,587.3295358348151,0.1,4.1887902047863905,"[1174.6590716696303, 1761.9886075044456, 2349.3181433392606, 2936.6476791740756, 3523.977215008891]","[0.30000000000000004, 0.0, 0.1, 0.1, 0.1]","[5.759586531581287, 1.0471975511965976, 0.0, 5.759586531581287, 5.235987755982988]","[1000, 20, 500, 50, 20]",0.4,50,25,7,2,0.5,CHR_2261_13571_587.wav,0,1
4525,2262,13577,77.78174593052023,0.6,5.759586531581287,"[155.56349186104046, 233.3452377915607, 311.1269837220809, 388.90872965260115, 466.6904755831214]","[0.45, 0.45, 0.15000000000000002, 0.8500000000000001, 0.0]","[3.665191429188092, 3.665191429188092, 1.5707963267948966, 0.0, 3.141592653589793]","[1000, 40, 0, 250, 400]",0.4,250,0,0,0,0,VNL_2262_13577_78.wav,1,0
4526,2262,13577,77.78174593052023,0.6,5.759586531581287,"[155.56349186104046, 233.3452377915607, 311.1269837220809, 388.90872965260115, 466.6904755831214]","[0.45, 0.45, 0.15000000000000002, 0.8500000000000001, 0.0]","[3.665191429188092, 3.665191429188092, 1.5707963267948966, 0.0, 3.141592653589793]","[1000, 40, 0, 250, 400]",0.4,250,30,7,3,0.5,CHR_2262_13577_78.wav,0,1
4527,2263,13583,55.0,0.30000000000000004,4.71238898038469,"[110.0, 165.0, 220.0, 275.0, 330.0]","[0.4, 0.2, 0.35000000000000003, 0.55, 0.9500000000000001]","[0.0, 5.759586531581287, 2.617993877991494, 5.235987755982988, 5.759586531581287]","[400, 40, 50, 150, 1000]",0.5,150,0,0,0,0,VNL_2263_13583_55.wav,1,0
4528,2263,13583,55.0,0.30000000000000004,4.71238898038469,"[110.0, 165.0, 220.0, 275.0, 330.0]","[0.4, 0.2, 0.35000000000000003, 0.55, 0.9500000000000001]","[0.0, 5.759586531581287, 2.617993877991494, 5.235987755982988, 5.759586531581287]","[400, 40, 50, 150, 1000]",0.5,150,4,6,3,0.5,CHR_2263_13583_55.wav,0,1
4529,2264,13589,783.9908719634985,0.1,1.5707963267948966,"[1567.981743926997, 2351.9726158904955, 3135.963487853994, 3919.954359817493, 4703.945231780991]","[0.75, 0.7000000000000001, 0.2, 0.30000000000000004, 0.15000000000000002]","[0.5235987755982988, 3.665191429188092, 2.0943951023931953, 1.5707963267948966, 1.0471975511965976]","[100, 0, 1500, 0, 20]",0.5,0,0,0,0,0,VNL_2264_13589_784.wav,1,0
4530,2264,13589,783.9908719634985,0.1,1.5707963267948966,"[1567.981743926997, 2351.9726158904955, 3135.963487853994, 3919.954359817493, 4703.945231780991]","[0.75, 0.7000000000000001, 0.2, 0.30000000000000004, 0.15000000000000002]","[0.5235987755982988, 3.665191429188092, 2.0943951023931953, 1.5707963267948966, 1.0471975511965976]","[100, 0, 1500, 0, 20]",0.5,0,3,3,2,0.5,CHR_2264_13589_784.wav,0,1
4531,2265,13595,195.99771799087463,0.8,0.0,"[391.99543598174927, 587.9931539726239, 783.9908719634985, 979.9885899543732, 1175.9863079452477]","[0.4, 0.45, 0.6000000000000001, 0.6000000000000001, 0.7000000000000001]","[2.0943951023931953, 1.5707963267948966, 2.617993877991494, 1.0471975511965976, 2.0943951023931953]","[300, 40, 1000, 0, 300]",0.4,0,0,0,0,0,VNL_2265_13595_196.wav,1,0
4532,2265,13595,195.99771799087463,0.8,0.0,"[391.99543598174927, 587.9931539726239, 783.9908719634985, 979.9885899543732, 1175.9863079452477]","[0.4, 0.45, 0.6000000000000001, 0.6000000000000001, 0.7000000000000001]","[2.0943951023931953, 1.5707963267948966, 2.617993877991494, 1.0471975511965976, 2.0943951023931953]","[300, 40, 1000, 0, 300]",0.4,0,5,2,4,0.5,CHR_2265_13595_196.wav,0,1
4533,2266,13601,1567.981743926997,0.8,0.5235987755982988,"[3135.963487853994, 4703.945231780991, 6271.926975707988, 7839.908719634986, 9407.890463561982]","[0.1, 0.2, 0.9500000000000001, 0.1, 0.9500000000000001]","[1.5707963267948966, 5.759586531581287, 5.759586531581287, 1.5707963267948966, 3.141592653589793]","[1000, 40, 50, 250, 300]",0.6,250,0,0,0,0,VNL_2266_13601_1568.wav,1,0
4534,2266,13601,1567.981743926997,0.8,0.5235987755982988,"[3135.963487853994, 4703.945231780991, 6271.926975707988, 7839.908719634986, 9407.890463561982]","[0.1, 0.2, 0.9500000000000001, 0.1, 0.9500000000000001]","[1.5707963267948966, 5.759586531581287, 5.759586531581287, 1.5707963267948966, 3.141592653589793]","[1000, 40, 50, 250, 300]",0.6,250,25,4,4,0.5,CHR_2266_13601_1568.wav,0,1
4535,2267,13607,493.8833012561241,0.15000000000000002,1.5707963267948966,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.25, 0.65, 0.4, 0.2, 0.5]","[0.5235987755982988, 4.1887902047863905, 1.0471975511965976, 3.141592653589793, 0.0]","[1500, 20, 50, 50, 200]",0.5,50,0,0,0,0,VNL_2267_13607_494.wav,1,0
4536,2267,13607,493.8833012561241,0.15000000000000002,1.5707963267948966,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.25, 0.65, 0.4, 0.2, 0.5]","[0.5235987755982988, 4.1887902047863905, 1.0471975511965976, 3.141592653589793, 0.0]","[1500, 20, 50, 50, 200]",0.5,50,30,9,1,0.5,CHR_2267_13607_494.wav,0,1
4537,2268,13613,116.54094037952248,0.65,5.235987755982988,"[233.08188075904496, 349.6228211385675, 466.1637615180899, 582.7047018976124, 699.245642277135]","[0.2, 0.30000000000000004, 0.7000000000000001, 0.65, 0.15000000000000002]","[3.665191429188092, 5.235987755982988, 2.617993877991494, 0.0, 3.141592653589793]","[0, 20, 1000, 200, 400]",0.4,200,0,0,0,0,VNL_2268_13613_117.wav,1,0
4538,2268,13613,116.54094037952248,0.65,5.235987755982988,"[233.08188075904496, 349.6228211385675, 466.1637615180899, 582.7047018976124, 699.245642277135]","[0.2, 0.30000000000000004, 0.7000000000000001, 0.65, 0.15000000000000002]","[3.665191429188092, 5.235987755982988, 2.617993877991494, 0.0, 3.141592653589793]","[0, 20, 1000, 200, 400]",0.4,200,2,9,4,0.5,CHR_2268_13613_117.wav,0,1
4539,2269,13619,739.9888454232688,0.65,4.1887902047863905,"[1479.9776908465376, 2219.9665362698065, 2959.955381693075, 3699.944227116344, 4439.933072539613]","[0.9, 0.2, 0.9, 0.1, 0.9500000000000001]","[1.0471975511965976, 0.5235987755982988, 3.665191429188092, 3.665191429188092, 3.141592653589793]","[20, 40, 400, 50, 1000]",0.5,50,0,0,0,0,VNL_2269_13619_740.wav,1,0
4540,2269,13619,739.9888454232688,0.65,4.1887902047863905,"[1479.9776908465376, 2219.9665362698065, 2959.955381693075, 3699.944227116344, 4439.933072539613]","[0.9, 0.2, 0.9, 0.1, 0.9500000000000001]","[1.0471975511965976, 0.5235987755982988, 3.665191429188092, 3.665191429188092, 3.141592653589793]","[20, 40, 400, 50, 1000]",0.5,50,10,8,2,0.5,CHR_2269_13619_740.wav,0,1
4541,2270,13625,103.82617439498628,0.30000000000000004,2.0943951023931953,"[207.65234878997256, 311.4785231849588, 415.3046975799451, 519.1308719749314, 622.9570463699176]","[0.75, 0.35000000000000003, 0.6000000000000001, 0.25, 0.65]","[0.5235987755982988, 5.759586531581287, 3.141592653589793, 2.617993877991494, 4.71238898038469]","[300, 20, 500, 100, 1000]",0.4,100,0,0,0,0,VNL_2270_13625_104.wav,1,0
4542,2270,13625,103.82617439498628,0.30000000000000004,2.0943951023931953,"[207.65234878997256, 311.4785231849588, 415.3046975799451, 519.1308719749314, 622.9570463699176]","[0.75, 0.35000000000000003, 0.6000000000000001, 0.25, 0.65]","[0.5235987755982988, 5.759586531581287, 3.141592653589793, 2.617993877991494, 4.71238898038469]","[300, 20, 500, 100, 1000]",0.4,100,1,2,1,0.5,CHR_2270_13625_104.wav,0,1
4543,2271,13631,493.8833012561241,0.8,0.5235987755982988,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.45, 0.4, 0.1, 0.9500000000000001, 0.55]","[5.235987755982988, 1.0471975511965976, 4.71238898038469, 3.141592653589793, 3.141592653589793]","[1000, 0, 200, 150, 500]",0.5,150,0,0,0,0,VNL_2271_13631_494.wav,1,0
4544,2271,13631,493.8833012561241,0.8,0.5235987755982988,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.45, 0.4, 0.1, 0.9500000000000001, 0.55]","[5.235987755982988, 1.0471975511965976, 4.71238898038469, 3.141592653589793, 3.141592653589793]","[1000, 0, 200, 150, 500]",0.5,150,2,6,1,0.5,CHR_2271_13631_494.wav,0,1
4545,2272,13637,1760.0,0.7000000000000001,0.0,"[3520.0, 5280.0, 7040.0, 8800.0, 10560.0]","[0.0, 0.0, 0.4, 0.0, 0.65]","[5.235987755982988, 2.617993877991494, 5.759586531581287, 4.1887902047863905, 3.665191429188092]","[500, 0, 50, 300, 1000]",0.7,300,0,0,0,0,VNL_2272_13637_1760.wav,1,0
4546,2272,13637,1760.0,0.7000000000000001,0.0,"[3520.0, 5280.0, 7040.0, 8800.0, 10560.0]","[0.0, 0.0, 0.4, 0.0, 0.65]","[5.235987755982988, 2.617993877991494, 5.759586531581287, 4.1887902047863905, 3.665191429188092]","[500, 0, 50, 300, 1000]",0.7,300,25,5,3,0.5,CHR_2272_13637_1760.wav,0,1
4547,2273,13643,103.82617439498628,0.85,3.665191429188092,"[207.65234878997256, 311.4785231849588, 415.3046975799451, 519.1308719749314, 622.9570463699176]","[0.8500000000000001, 0.15000000000000002, 0.6000000000000001, 0.15000000000000002, 0.35000000000000003]","[5.235987755982988, 0.0, 3.665191429188092, 3.665191429188092, 0.5235987755982988]","[400, 0, 20, 200, 1000]",0.6,200,0,0,0,0,VNL_2273_13643_104.wav,1,0
4548,2273,13643,103.82617439498628,0.85,3.665191429188092,"[207.65234878997256, 311.4785231849588, 415.3046975799451, 519.1308719749314, 622.9570463699176]","[0.8500000000000001, 0.15000000000000002, 0.6000000000000001, 0.15000000000000002, 0.35000000000000003]","[5.235987755982988, 0.0, 3.665191429188092, 3.665191429188092, 0.5235987755982988]","[400, 0, 20, 200, 1000]",0.6,200,25,4,3,0.5,CHR_2273_13643_104.wav,0,1
4549,2274,13649,440.0,0.2,4.1887902047863905,"[880.0, 1320.0, 1760.0, 2200.0, 2640.0]","[0.0, 0.7000000000000001, 0.5, 0.30000000000000004, 0.45]","[4.1887902047863905, 2.0943951023931953, 3.141592653589793, 0.5235987755982988, 4.71238898038469]","[1000, 40, 20, 150, 500]",0.5,150,0,0,0,0,VNL_2274_13649_440.wav,1,0
4550,2274,13649,440.0,0.2,4.1887902047863905,"[880.0, 1320.0, 1760.0, 2200.0, 2640.0]","[0.0, 0.7000000000000001, 0.5, 0.30000000000000004, 0.45]","[4.1887902047863905, 2.0943951023931953, 3.141592653589793, 0.5235987755982988, 4.71238898038469]","[1000, 40, 20, 150, 500]",0.5,150,3,5,1,0.5,CHR_2274_13649_440.wav,0,1
